property_id,location_id,property_type,price,location,city,province_name,baths,area,purpose,bedrooms,Area Type,Area Size,Area Category
16391199,4359,House,9500000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391201,4359,House,12500000,Lahore Medical Housing Society,Lahore,Punjab,4,6 Marla,For Sale,4,Marla,6,5-10 Marla
16391219,4359,House,9000000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391220,4359,House,11000000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391222,4359,House,9000000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391223,4359,House,9000000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391604,1487,House,56000000,Divine Gardens,Lahore,Punjab,7,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
16391630,1024,House,11500000,Taj Bagh Scheme,Lahore,Punjab,0,5 Marla,For Sale,0,Marla,5,0-5 Marla
16391795,1442,House,67500000,DHA Defence,Lahore,Punjab,6,2 Kanal,For Sale,5,Kanal,2,1-5 Kanal
16391890,8182,House,22500000,DHA Defence,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
16391949,4359,House,8000000,Lahore Medical Housing Society,Lahore,Punjab,3,4 Marla,For Sale,3,Marla,4,0-5 Marla
16391951,4359,House,5500000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391952,4359,House,7500000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391953,4359,House,19000000,Lahore Medical Housing Society,Lahore,Punjab,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16391954,4359,House,9500000,Lahore Medical Housing Society,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16391955,4359,House,9500000,Lahore Medical Housing Society,Lahore,Punjab,5,5 Marla,For Sale,5,Marla,5,0-5 Marla
16391956,4359,House,14000000,Lahore Medical Housing Society,Lahore,Punjab,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16392423,1460,House,13800000,Rail Town (Canal City),Lahore,Punjab,4,7 Marla,For Sale,4,Marla,7,5-10 Marla
16379240,1485,House,700000,DHA Defence,Karachi,Sindh,7,2 Kanal,For Rent,7,Kanal,2,1-5 Kanal
16382891,7057,Upper Portion,32000,Korangi,Karachi,Sindh,1,5.8 Marla,For Rent,1,Marla,5.8,5-10 Marla
16382894,1482,House,1200000,DHA Defence,Karachi,Sindh,10,4 Kanal,For Rent,10,Kanal,4,1-5 Kanal
16383375,6692,Upper Portion,25000,Federal B Area,Karachi,Sindh,0,4.8 Marla,For Rent,2,Marla,4.8,0-5 Marla
16383749,1483,House,97500000,DHA Defence,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
16384337,1483,House,157500000,DHA Defence,Karachi,Sindh,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16384345,1483,Flat,4600000,DHA Defence,Karachi,Sindh,2,2 Marla,For Sale,2,Marla,2,0-5 Marla
16384349,232,Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,3,3.3 Marla,For Sale,3,Marla,3.3,0-5 Marla
16384555,10010,House,15500000,Bahria Town Karachi,Karachi,Sindh,0,6 Marla,For Sale,0,Marla,6,5-10 Marla
16384845,1483,House,124900000,DHA Defence,Karachi,Sindh,6,1.3 Kanal,For Sale,5,Kanal,1.3,1-5 Kanal
16384930,8951,House,19000000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16384944,8952,House,19500000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16385279,8954,House,33000000,North Karachi,Karachi,Sindh,4,8.8 Marla,For Sale,4,Marla,8.8,5-10 Marla
16385290,8954,House,22000000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16385400,8955,House,24000000,North Karachi,Karachi,Sindh,6,4.8 Marla,For Sale,6,Marla,4.8,0-5 Marla
16385420,8954,Upper Portion,6500000,North Karachi,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16385476,8954,House,12200000,North Karachi,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16385505,11292,House,16500000,North Nazimabad,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16385508,8954,House,15000000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16385538,8955,Upper Portion,6500000,North Karachi,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16385575,8955,House,19000000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16386099,7215,Flat,12000000,North Nazimabad,Karachi,Sindh,3,6 Marla,For Sale,3,Marla,6,5-10 Marla
16387096,8952,House,19000000,North Karachi,Karachi,Sindh,6,4.8 Marla,For Sale,6,Marla,4.8,0-5 Marla
16387106,8952,House,18500000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16387197,8954,House,15500000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16387206,8954,House,15000000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16387218,8954,House,14000000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16387241,8951,House,16500000,North Karachi,Karachi,Sindh,6,4.8 Marla,For Sale,6,Marla,4.8,0-5 Marla
16387257,8951,House,17500000,North Karachi,Karachi,Sindh,6,4.8 Marla,For Sale,6,Marla,4.8,0-5 Marla
16387272,8951,House,20000000,North Karachi,Karachi,Sindh,6,4.8 Marla,For Sale,6,Marla,4.8,0-5 Marla
16387274,1483,House,60000000,DHA Defence,Karachi,Sindh,3,18.8 Marla,For Sale,3,Marla,18.8,15-20 Marla
16387278,8951,House,18500000,North Karachi,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
16387340,8954,Penthouse,6500000,North Karachi,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16387391,8954,Upper Portion,6500000,North Karachi,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16387416,8954,Lower Portion,6500000,North Karachi,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16387425,319,House,3700000,Gadap Town,Karachi,Sindh,2,4 Marla,For Sale,2,Marla,4,0-5 Marla
16387673,10785,Flat,10300000,Gadap Town,Karachi,Sindh,4,8.2 Marla,For Sale,3,Marla,8.2,5-10 Marla
16388397,495,Flat,10000000,Scheme 33,Karachi,Sindh,3,7.3 Marla,For Sale,3,Marla,7.3,5-10 Marla
16388917,1674,House,43500000,DHA Defence,Karachi,Sindh,5,4 Marla,For Sale,4,Marla,4,0-5 Marla
16388979,9058,Flat,77500000,DHA Defence,Karachi,Sindh,4,12.4 Marla,For Sale,4,Marla,12.4,10-15 Marla
16389241,1674,House,35000000,DHA Defence,Karachi,Sindh,4,4 Marla,For Sale,3,Marla,4,0-5 Marla
16389362,1669,Flat,18500000,Clifton,Karachi,Sindh,3,7.1 Marla,For Sale,3,Marla,7.1,5-10 Marla
16389393,6880,House,55000000,Gulshan-e-Iqbal Town,Karachi,Sindh,7,13.1 Marla,For Sale,6,Marla,13.1,10-15 Marla
16389877,8844,Flat,16500000,Gulshan-e-Iqbal Town,Karachi,Sindh,3,7.8 Marla,For Sale,3,Marla,7.8,5-10 Marla
16389878,8468,Flat,15000000,Gulshan-e-Iqbal Town,Karachi,Sindh,3,7.3 Marla,For Sale,3,Marla,7.3,5-10 Marla
16389960,6839,Upper Portion,12000000,Gulistan-e-Jauhar,Karachi,Sindh,3,8 Marla,For Sale,3,Marla,8,5-10 Marla
16390243,6838,Lower Portion,15000000,Gulistan-e-Jauhar,Karachi,Sindh,3,12 Marla,For Sale,3,Marla,12,10-15 Marla
16390321,6677,House,275000000,DHA Defence,Karachi,Sindh,6,2 Kanal,For Sale,6,Kanal,2,1-5 Kanal
16390330,304,Flat,16100000,Saddar Town,Karachi,Sindh,1,5.1 Marla,For Sale,2,Marla,5.1,5-10 Marla
16390432,8889,Flat,9500000,Gulistan-e-Jauhar,Karachi,Sindh,2,4.9 Marla,For Sale,2,Marla,4.9,0-5 Marla
16390664,7220,Upper Portion,18000000,North Nazimabad,Karachi,Sindh,0,9.6 Marla,For Sale,0,Marla,9.6,5-10 Marla
16390665,7216,House,44000000,North Nazimabad,Karachi,Sindh,0,9.3 Marla,For Sale,0,Marla,9.3,5-10 Marla
16390668,7216,Flat,12500000,North Nazimabad,Karachi,Sindh,0,7.1 Marla,For Sale,0,Marla,7.1,5-10 Marla
16390669,7216,Flat,14500000,North Nazimabad,Karachi,Sindh,0,7.3 Marla,For Sale,0,Marla,7.3,5-10 Marla
16390670,7216,Lower Portion,15500000,North Nazimabad,Karachi,Sindh,0,9.3 Marla,For Sale,0,Marla,9.3,5-10 Marla
16390675,7216,Flat,12500000,North Nazimabad,Karachi,Sindh,0,6.9 Marla,For Sale,0,Marla,6.9,5-10 Marla
16390676,7215,Flat,7500000,North Nazimabad,Karachi,Sindh,0,5.1 Marla,For Sale,0,Marla,5.1,5-10 Marla
16390834,1664,Flat,16500000,Clifton,Karachi,Sindh,0,6 Marla,For Sale,3,Marla,6,5-10 Marla
16391103,244,Flat,15000000,Jamshed Road,Karachi,Sindh,4,8 Marla,For Sale,4,Marla,8,5-10 Marla
16391323,6933,House,72500000,Jamshed Town,Karachi,Sindh,5,8 Marla,For Sale,4,Marla,8,5-10 Marla
16391393,9058,Flat,75000000,DHA Defence,Karachi,Sindh,0,11.1 Marla,For Sale,3,Marla,11.1,10-15 Marla
16391490,6933,House,120000000,Jamshed Town,Karachi,Sindh,7,1.2 Kanal,For Sale,8,Kanal,1.2,1-5 Kanal
16391569,6933,House,105000000,Jamshed Town,Karachi,Sindh,5,16 Marla,For Sale,5,Marla,16,15-20 Marla
16391747,418,House,200000000,Jamshed Town,Karachi,Sindh,8,1.2 Kanal,For Sale,9,Kanal,1.2,1-5 Kanal
16391764,418,House,180000000,Jamshed Town,Karachi,Sindh,7,1.2 Kanal,For Sale,7,Kanal,1.2,1-5 Kanal
16391769,6933,House,45000000,Jamshed Town,Karachi,Sindh,4,8 Marla,For Sale,4,Marla,8,5-10 Marla
16391810,418,House,130000000,Jamshed Town,Karachi,Sindh,0,1.2 Kanal,For Sale,10,Kanal,1.2,1-5 Kanal
16391851,6933,House,80000000,Jamshed Town,Karachi,Sindh,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
16391866,1482,House,250000000,DHA Defence,Karachi,Sindh,7,2.2 Kanal,For Sale,6,Kanal,2.2,1-5 Kanal
16391871,1482,Flat,37500000,DHA Defence,Karachi,Sindh,3,11.6 Marla,For Sale,3,Marla,11.6,10-15 Marla
16391876,6933,House,75000000,Jamshed Town,Karachi,Sindh,5,11.2 Marla,For Sale,4,Marla,11.2,10-15 Marla
16391900,418,House,120000000,Jamshed Town,Karachi,Sindh,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16392010,6827,House,8500000,Gulistan-e-Jauhar,Karachi,Sindh,3,6 Marla,For Sale,3,Marla,6,5-10 Marla
16392013,1674,House,42000000,DHA Defence,Karachi,Sindh,4,4 Marla,For Sale,4,Marla,4,0-5 Marla
16392381,677,House,2600000,Bin Qasim Town,Karachi,Sindh,3,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
16392425,6655,Flat,41500000,Cantt,Karachi,Sindh,6,13.1 Marla,For Sale,4,Marla,13.1,10-15 Marla
16391969,343,House,240000000,E-7,Islamabad,Islamabad Capital,7,1.9 Kanal,For Sale,6,Kanal,1.9,1-5 Kanal
16392387,3233,House,90000000,E-11,Islamabad,Islamabad Capital,7,18 Marla,For Sale,6,Marla,18,15-20 Marla
16383958,3282,Flat,80000,F-11,Islamabad,Islamabad Capital,3,9 Marla,For Rent,3,Marla,9,5-10 Marla
16383963,165,Upper Portion,125000,F-7,Islamabad,Islamabad Capital,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16384089,8851,House,25000,Jhangi Syedan,Islamabad,Islamabad Capital,3,10 Marla,For Rent,3,Marla,10,5-10 Marla
16384331,167,Upper Portion,75000,G-10,Islamabad,Islamabad Capital,0,1 Kanal,For Rent,0,Kanal,1,1-5 Kanal
16384554,329,Flat,48000,E-11,Islamabad,Islamabad Capital,3,7.6 Marla,For Rent,3,Marla,7.6,5-10 Marla
16384903,339,House,65000,DHA Defence,Islamabad,Islamabad Capital,6,10 Marla,For Rent,5,Marla,10,5-10 Marla
16385568,339,Upper Portion,42000,DHA Defence,Islamabad,Islamabad Capital,4,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16385686,3282,Upper Portion,110000,F-11,Islamabad,Islamabad Capital,3,1.3 Kanal,For Rent,4,Kanal,1.3,1-5 Kanal
16385815,166,House,200000,F-8,Islamabad,Islamabad Capital,3,1.3 Kanal,For Rent,3,Kanal,1.3,1-5 Kanal
16385946,8226,Flat,40000,DHA Defence,Islamabad,Islamabad Capital,2,6 Marla,For Rent,2,Marla,6,5-10 Marla
16386030,3443,Lower Portion,50000,I-8,Islamabad,Islamabad Capital,2,1 Kanal,For Rent,2,Kanal,1,1-5 Kanal
16386596,3105,House,350000,9th Avenue,Islamabad,Islamabad Capital,6,1.3 Kanal,For Rent,5,Kanal,1.3,1-5 Kanal
16386689,168,Lower Portion,40000,G-11,Islamabad,Islamabad Capital,2,7 Marla,For Rent,2,Marla,7,5-10 Marla
16386908,168,House,42000,G-11,Islamabad,Islamabad Capital,0,7 Marla,For Rent,0,Marla,7,5-10 Marla
16387392,168,Flat,27000,G-11,Islamabad,Islamabad Capital,2,3.1 Marla,For Rent,2,Marla,3.1,0-5 Marla
16387577,167,House,130000,G-10,Islamabad,Islamabad Capital,6,14 Marla,For Rent,6,Marla,14,10-15 Marla
16389105,3233,Lower Portion,90000,E-11,Islamabad,Islamabad Capital,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16390019,1314,Upper Portion,22000,Ghauri Town,Islamabad,Islamabad Capital,3,7 Marla,For Rent,3,Marla,7,5-10 Marla
16390439,1314,Lower Portion,25000,Ghauri Town,Islamabad,Islamabad Capital,3,7 Marla,For Rent,3,Marla,7,5-10 Marla
16390963,162,Upper Portion,85000,F-10,Islamabad,Islamabad Capital,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16391581,329,Flat,90000,E-11,Islamabad,Islamabad Capital,4,10 Marla,For Rent,4,Marla,10,5-10 Marla
16391689,3395,House,32000,Ghauri Town,Islamabad,Islamabad Capital,5,5 Marla,For Rent,4,Marla,5,0-5 Marla
16391722,1039,Flat,24000,H-13,Islamabad,Islamabad Capital,2,4 Marla,For Rent,2,Marla,4,0-5 Marla
16391878,3233,Flat,35000,E-11,Islamabad,Islamabad Capital,3,5.8 Marla,For Rent,3,Marla,5.8,5-10 Marla
16391943,3241,Flat,50000,E-11,Islamabad,Islamabad Capital,2,5.3 Marla,For Rent,2,Marla,5.3,5-10 Marla
16392022,329,Lower Portion,90000,E-11,Islamabad,Islamabad Capital,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16392047,8972,House,25000,Jhang Syedan,Islamabad,Islamabad Capital,3,10 Marla,For Rent,3,Marla,10,5-10 Marla
16392487,3337,House,37500000,G-13,Islamabad,Islamabad Capital,7,14.2 Marla,For Sale,7,Marla,14.2,10-15 Marla
16392564,3338,House,28500000,G-13,Islamabad,Islamabad Capital,7,8 Marla,For Sale,5,Marla,8,5-10 Marla
16392882,1314,House,7800000,Ghauri Town,Islamabad,Islamabad Capital,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
16393251,3423,House,14000000,I-10,Islamabad,Islamabad Capital,0,5 Marla,For Sale,0,Marla,5,0-5 Marla
16393252,3423,House,16000000,I-10,Islamabad,Islamabad Capital,0,5 Marla,For Sale,0,Marla,5,0-5 Marla
16393253,3423,House,22500000,I-10,Islamabad,Islamabad Capital,0,5 Marla,For Sale,0,Marla,5,0-5 Marla
16393254,3423,House,22000000,I-10,Islamabad,Islamabad Capital,0,5 Marla,For Sale,0,Marla,5,0-5 Marla
16393256,3420,House,18000000,I-10,Islamabad,Islamabad Capital,0,8 Marla,For Sale,0,Marla,8,5-10 Marla
16393507,8315,Farm House,40000000,Gulberg,Islamabad,Islamabad Capital,0,4 Kanal,For Sale,0,Kanal,4,1-5 Kanal
16393713,11308,Flat,40000000,F-10,Islamabad,Islamabad Capital,3,7.6 Marla,For Sale,3,Marla,7.6,5-10 Marla
16393850,173,House,20000000,I-10,Islamabad,Islamabad Capital,3,6 Marla,For Sale,5,Marla,6,5-10 Marla
16394478,375,House,35500000,Naval Anchorage,Islamabad,Islamabad Capital,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16394595,3286,Flat,10000000,F-11,Islamabad,Islamabad Capital,2,5.6 Marla,For Sale,2,Marla,5.6,5-10 Marla
16394620,8972,House,3800000,Jhang Syedan,Islamabad,Islamabad Capital,2,3.5 Marla,For Sale,2,Marla,3.5,0-5 Marla
16394722,10605,House,62500000,Bahria Town,Islamabad,Islamabad Capital,7,1.8 Kanal,For Sale,6,Kanal,1.8,1-5 Kanal
16395019,168,House,20000000,G-11,Islamabad,Islamabad Capital,4,5 Marla,For Sale,2,Marla,5,0-5 Marla
16395134,3477,House,20000000,NIH Colony,Islamabad,Islamabad Capital,0,1 Kanal,For Sale,0,Kanal,1,1-5 Kanal
16395359,424,House,22500000,PWD Housing Scheme,Islamabad,Islamabad Capital,6,12 Marla,For Sale,6,Marla,12,10-15 Marla
16395427,424,House,21000000,PWD Housing Scheme,Islamabad,Islamabad Capital,6,12 Marla,For Sale,6,Marla,12,10-15 Marla
16395448,424,House,21000000,PWD Housing Scheme,Islamabad,Islamabad Capital,6,12 Marla,For Sale,6,Marla,12,10-15 Marla
16395612,424,House,11500000,PWD Housing Scheme,Islamabad,Islamabad Capital,4,6 Marla,For Sale,4,Marla,6,5-10 Marla
16395743,3461,House,4999000,Lehtarar Road,Islamabad,Islamabad Capital,2,5 Marla,For Sale,3,Marla,5,0-5 Marla
16395747,424,House,16000000,PWD Housing Scheme,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16395749,1039,House,16000000,H-13,Islamabad,Islamabad Capital,9,7 Marla,For Sale,9,Marla,7,5-10 Marla
16395869,424,House,16000000,PWD Housing Scheme,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16395992,424,House,19000000,PWD Housing Scheme,Islamabad,Islamabad Capital,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16396175,424,House,14000000,PWD Housing Scheme,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16396176,1039,House,12500000,H-13,Islamabad,Islamabad Capital,7,5 Marla,For Sale,10,Marla,5,0-5 Marla
16396241,3196,Flat,5100000,DHA Defence,Islamabad,Islamabad Capital,3,4.9 Marla,For Sale,2,Marla,4.9,0-5 Marla
16396264,424,House,16000000,PWD Housing Scheme,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16396424,163,House,80000000,F-11,Islamabad,Islamabad Capital,8,1.3 Kanal,For Sale,7,Kanal,1.3,1-5 Kanal
16396428,3277,House,83000000,F-10,Islamabad,Islamabad Capital,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16396431,3276,House,76000000,F-10,Islamabad,Islamabad Capital,5,1.2 Kanal,For Sale,5,Kanal,1.2,1-5 Kanal
16396651,424,House,26000000,PWD Housing Scheme,Islamabad,Islamabad Capital,6,12 Marla,For Sale,6,Marla,12,10-15 Marla
16396698,424,House,21500000,PWD Housing Scheme,Islamabad,Islamabad Capital,6,12 Marla,For Sale,6,Marla,12,10-15 Marla
16397051,9647,House,11000000,PAEC Employees Cooperative Housing Society,Islamabad,Islamabad Capital,6,7 Marla,For Sale,4,Marla,7,5-10 Marla
16397312,9647,House,9500000,PAEC Employees Cooperative Housing Society,Islamabad,Islamabad Capital,4,7 Marla,For Sale,4,Marla,7,5-10 Marla
16397785,424,House,27500000,PWD Housing Scheme,Islamabad,Islamabad Capital,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16397912,424,House,13200000,PWD Housing Scheme,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16397992,424,House,11200000,PWD Housing Scheme,Islamabad,Islamabad Capital,2,10 Marla,For Sale,2,Marla,10,5-10 Marla
16398138,1378,House,11000000,Pakistan Town,Islamabad,Islamabad Capital,4,5 Marla,For Sale,4,Marla,5,0-5 Marla
16398148,9647,House,6500000,PAEC Employees Cooperative Housing Society,Islamabad,Islamabad Capital,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
16398289,338,House,12000000,Soan Garden,Islamabad,Islamabad Capital,2,10 Marla,For Sale,2,Marla,10,5-10 Marla
16398475,338,House,14000000,Soan Garden,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16399563,338,House,14500000,Soan Garden,Islamabad,Islamabad Capital,5,8 Marla,For Sale,5,Marla,8,5-10 Marla
16399654,338,House,14500000,Soan Garden,Islamabad,Islamabad Capital,5,8 Marla,For Sale,5,Marla,8,5-10 Marla
16400258,331,House,17000000,National Police Foundation O-9,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16400317,331,House,11500000,National Police Foundation O-9,Islamabad,Islamabad Capital,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
16400945,331,House,8500000,National Police Foundation O-9,Islamabad,Islamabad Capital,4,5 Marla,For Sale,4,Marla,5,0-5 Marla
16401253,331,House,16500000,National Police Foundation O-9,Islamabad,Islamabad Capital,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
16401543,3147,House,14500000,CBR Town,Islamabad,Islamabad Capital,6,10 Marla,For Sale,5,Marla,10,5-10 Marla
16402096,616,House,11500000,B-17,Islamabad,Islamabad Capital,4,5 Marla,For Sale,4,Marla,5,0-5 Marla
16384219,4890,House,60000000,Canal Road,Faisalabad,Punjab,0,1.1 Kanal,For Sale,0,Kanal,1.1,1-5 Kanal
16391572,4895,House,2600000,Ahmadabad,Faisalabad,Punjab,2,2.5 Marla,For Sale,4,Marla,2.5,0-5 Marla
16384377,10264,House,20000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
16384569,10478,House,9900000,Rawal Road,Rawalpindi,Punjab,5,4 Marla,For Sale,8,Marla,4,0-5 Marla
16385002,1504,House,18500000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Sale,3,Marla,10,5-10 Marla
16385003,1504,House,20000000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Sale,4,Marla,10,5-10 Marla
16385004,1504,House,21500000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Sale,5,Marla,10,5-10 Marla
16385005,1504,Flat,15000000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Sale,3,Marla,10,5-10 Marla
16385006,1270,Flat,11500000,Askari 7,Rawalpindi,Punjab,0,10 Marla,For Sale,3,Marla,10,5-10 Marla
16386095,10264,House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,1 Kanal,For Sale,0,Kanal,1,1-5 Kanal
16386206,8224,Flat,2350000,Bahria Town Rawalpindi,Rawalpindi,Punjab,1,3.5 Marla,For Sale,2,Marla,3.5,0-5 Marla
16388755,3041,House,42000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,1 Kanal,For Sale,7,Kanal,1,1-5 Kanal
16388927,478,House,4500000,Adiala Road,Rawalpindi,Punjab,2,5 Marla,For Sale,2,Marla,5,0-5 Marla
16389789,3044,House,47000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,1 Kanal,For Sale,8,Kanal,1,1-5 Kanal
16389819,1338,House,11000000,Akalgarh,Rawalpindi,Punjab,5,4.5 Marla,For Sale,8,Marla,4.5,0-5 Marla
16390268,3067,House,16000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,7 Marla,For Sale,5,Marla,7,5-10 Marla
16384048,426,Flat,11000,Airport Housing Society,Rawalpindi,Punjab,1,2 Marla,For Rent,1,Marla,2,0-5 Marla
16384050,426,Flat,17000,Airport Housing Society,Rawalpindi,Punjab,2,3.3 Marla,For Rent,2,Marla,3.3,0-5 Marla
16384055,426,Flat,10000,Airport Housing Society,Rawalpindi,Punjab,1,2 Marla,For Rent,1,Marla,2,0-5 Marla
16384086,426,Flat,15000,Airport Housing Society,Rawalpindi,Punjab,2,3.3 Marla,For Rent,2,Marla,3.3,0-5 Marla
16384997,1504,House,50000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Rent,3,Marla,10,5-10 Marla
16384998,1504,House,50000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Rent,3,Marla,10,5-10 Marla
16384999,1504,House,55000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Rent,4,Marla,10,5-10 Marla
16385000,1504,House,60000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Rent,5,Marla,10,5-10 Marla
16385001,1504,Flat,40000,Askari 14,Rawalpindi,Punjab,0,10 Marla,For Rent,3,Marla,10,5-10 Marla
16385562,8305,Upper Portion,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,10 Marla,For Rent,3,Marla,10,5-10 Marla
16385688,8302,Upper Portion,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16385814,8301,Upper Portion,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
16385869,8301,Upper Portion,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,10 Marla,For Rent,3,Marla,10,5-10 Marla
16386180,8301,House,65000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,10 Marla,For Rent,4,Marla,10,5-10 Marla
16386255,8304,Lower Portion,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,10 Marla,For Rent,2,Marla,10,5-10 Marla
16390465,710,Upper Portion,20000,Pindora,Rawalpindi,Punjab,1,5 Marla,For Rent,2,Marla,5,0-5 Marla
16391011,9533,Upper Portion,20000,Cricket Stadium Road,Rawalpindi,Punjab,1,5 Marla,For Rent,2,Marla,5,0-5 Marla
16391595,1504,Flat,40000,Askari 14,Rawalpindi,Punjab,3,10 Marla,For Rent,3,Marla,10,5-10 Marla
16391765,3048,House,65000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,10 Marla,For Rent,5,Marla,10,5-10 Marla
16391930,438,Upper Portion,30000,Gulraiz Housing Scheme,Rawalpindi,Punjab,3,13 Marla,For Rent,3,Marla,13,10-15 Marla
16392486,377,House,9000000,Samanabad,Lahore,Punjab,3,5 Marla,For Sale,4,Marla,5,0-5 Marla
16392795,9358,House,3800000,Kahna,Lahore,Punjab,3,3.2 Marla,For Sale,3,Marla,3.2,0-5 Marla
16392826,4398,House,4200000,Nishtar Colony,Lahore,Punjab,3,3 Marla,For Sale,3,Marla,3,0-5 Marla
